,M_u_-10d,M_u_0d,M_u_10d,M_u_20d,M_u_30d,M_u_40d,M_g_-10d,M_g_0d,M_g_10d,M_g_20d,M_g_30d,M_g_40d,M_r_-10d,M_r_0d,M_r_10d,M_r_20d,M_r_30d,M_r_40d,M_i_-10d,M_i_0d,M_i_10d,M_i_20d,M_i_30d,M_i_40d,M_z_-10d,M_z_0d,M_z_10d,M_z_20d,M_z_30d,M_z_40d,M_y_-10d,M_y_0d,M_y_10d,M_y_20d,M_y_30d,M_y_40d,object_id,i-y_new,r-i_new
39,-17.844992034623253,-17.834883215859357,-17.822731669976413,-17.808374196405772,-17.791766070421623,-17.772964495079144,-18.25424633995295,-18.24362666167078,-18.22952173032436,-18.212101149699485,-18.19159727472715,-18.16829768939717,-18.621530624389713,-18.612111989227223,-18.597786785780293,-18.578969543084703,-18.556139803947566,-18.52985818258471,-18.79742339520181,-18.794427222417433,-18.785964231689796,-18.771856890061738,-18.752058062987224,-18.727289107582628,-18.859279152415887,-18.86161076357001,-18.859242324321336,-18.852079018912512,-18.84004457012791,-18.823540320385625,-18.823237351353917,-18.82792156508146,-18.829023584373623,-18.82649175039105,-18.820389548991052,-18.810892008047624,ennorath_guldur_aear,0.03166177794798841,0.17161660565996328
40,-17.458694287568996,-17.680785047834355,-17.044975022487954,-15.569572832658032,-12.518225275543578,,-18.136974679292813,-18.37841084537147,-17.860469939521174,-17.027312369863047,-16.151166494486993,-15.076581926886924,-18.411026704434015,-18.745177206646353,-18.43176556357188,-17.845411376347094,-17.048622117245877,-16.193163373759226,-18.40550396233545,-18.756803536994106,-18.597199938790673,-18.1041851489913,-17.339033556127625,-16.57171210631666,-18.30632510957971,-18.61602614305645,-18.51720244809857,-18.042229737448828,-17.367451628704792,-16.685428366991765,-18.164792509605597,-18.413700997676465,-18.329337706414528,-17.900255069040533,-17.294035605832754,-16.67535112382911,erchion_ungol_aduial,-0.33792111090892263,0.005210475350025945
41,-20.5656670951087,-20.56776633962142,-20.564878829053093,-20.5572311101076,-20.545175660264412,-20.529152862404352,-20.634182490861345,-20.637257808661296,-20.633719475794273,-20.624070588298032,-20.609004795693984,-20.58928328900287,-20.607123460249746,-20.61387808023222,-20.61131196042397,-20.601093013383156,-20.58457621715295,-20.56283513489253,-20.415092991813616,-20.430323617506765,-20.436902366991497,-20.43528589476116,-20.42625030908811,-20.410665893284623,-20.181270036950757,-20.19840762920422,-20.20857406809602,-20.211694305342625,-20.207924417367316,-20.19758343328976,-19.936847348810865,-19.954589149658496,-19.965876563511323,-19.97069790818087,-19.969096137271556,-19.961174392421448,espalass_melethron_ungol,-0.4663574832497943,-0.17680835256395255
42,-19.52107797297928,-19.524005933447093,-19.520861289627497,-19.511265995770337,-19.4952956353654,-19.47309721056012,-19.372242824263843,-19.3658093562888,-19.351939618376555,-19.329685183306843,-19.298533809878073,-19.26014761671799,-19.077470770600264,-19.061694867636255,-19.040491327042297,-19.014318468867167,-18.982880867904463,-18.94754287105584,-18.85188099306145,-18.843868335403226,-18.830208853383148,-18.809746734952107,-18.781367607077833,-18.74545131261969,-18.62279708975124,-18.61550255778426,-18.601458556234512,-18.579180628061117,-18.54839514403556,-18.510183486429604,-18.379094250804336,-18.36584121565881,-18.346125951432136,-18.31948033671059,-18.286047479132822,-18.246232989371883,espalass_nestad_hul,-0.46550347546042303,-0.2363889167872486
43,-16.984326903462495,-16.607794033401454,-15.581550333326597,-14.188970127123037,,,-18.386037754593257,-18.43661863102883,-18.032473683866876,-17.263628072627846,-14.470646464172226,,-19.10428420066912,-19.260725592587683,-18.90253248001867,-18.26669199795763,-17.372385416990376,-16.031172002227486,-19.11336993286668,-19.366423824990044,-19.17148012757628,-18.698967083230748,-18.11203513820188,-17.475311740367665,-18.87629666790263,-19.23167085179484,-19.19320251474455,-18.874152395615845,-18.382772415157596,-17.84478094359931,-18.608744698882752,-19.030399567204604,-19.08272334693566,-18.86846614677784,-18.452326006003354,-17.94752685983459,fae_haeron_merilin,-0.26806774162525926,0.07848106786703113
44,-17.59048228838966,-17.488962775783868,-15.29927919653678,,,,-18.06581667445149,-18.208473504340496,-17.563340987569696,-16.407729404146004,-14.63585431929102,-13.170209255505576,-18.419289845050905,-18.633950725521196,-18.339922827466843,-17.609736898507897,-16.788756694582922,-16.101071336481034,-18.535743662234857,-18.73213547868138,-18.525932853716633,-17.98275090161598,-17.242375036779684,-16.465733678184044,-18.49007457074637,-18.68053640838358,-18.520961503412884,-18.08416411229407,-17.308771056864067,-16.50674535838737,-18.370483021243736,-18.563614094775268,-18.43973624776634,-18.054515845615292,-17.32032448283632,-16.49248029258863,fang_ira_nell,-0.16787561381657667,0.09569400113565507
45,,,,,,,-13.606416756902547,-14.270631811791617,-14.64601960762431,-14.888344790519838,-15.053528757269447,-15.166461533273292,-18.764642525269323,-18.76692657525065,-18.764656040358982,-18.7575475811732,-18.74530488258587,-18.728691854411352,-15.643412494105192,-15.756804269228098,-15.85973875441573,-15.953913681891777,-16.041447368559275,-16.122127951342506,,,,,,,,,,,,,fast_ang_lebenedh,1.0351539129698324,-1.5470418687705205
46,-17.402004033423083,-17.40913147297519,-17.408928559551384,-17.401519397782778,-17.387770564408584,-17.36851054000104,-17.439428859712706,-17.443160364895704,-17.439383872421274,-17.42847646226194,-17.41120434832051,-17.38840451740208,-17.4246518702698,-17.41772467360059,-17.4035325707827,-17.382959998803614,-17.35692262472952,-17.32636761039977,-17.33788170821674,-17.320098784469593,-17.29583808236471,-17.265984303283346,-17.231434294008295,-17.19319948041756,-17.161190433098383,-17.145790824012096,-17.124031480257102,-17.096725620714167,-17.064725336483022,-17.028901085809935,-16.95336373588387,-16.941270844857996,-16.923908917392325,-16.90167672565586,-16.875102490322405,-16.844824655024,fast_celeb_bregedur,-0.38908532217291736,-0.0748498180838908
47,,,,,,,-18.180874275402346,-18.33121537057129,-18.471915074198193,-18.602884835978912,-18.7246346324946,-18.83796817601835,-21.371360535059523,-21.372022843185377,-21.37142455645761,-21.369661034036284,-21.366800125004502,-21.36287308605374,-18.907778089864223,-18.94153596923681,-18.98281542204944,-19.029445711227936,-19.07921331585615,-19.130403695784736,,,,,,,-19.289761176043623,-19.304336241399312,-19.314697548997543,-19.32097306876868,-19.32322546007906,-19.321458414637732,firiel_lend_mithril,-0.11270719717538213,-1.666367212267673
48,-16.184670015706374,-16.153952608517827,-16.12059800723661,-16.086870037845443,-16.055691009513637,-16.030799172344288,-17.181051070335386,-17.17970119561089,-17.177430798840433,-17.174763397048466,-17.172066852021686,-17.169421600693326,-17.76021015812789,-17.76278747555672,-17.76313993297653,-17.76143979114424,-17.757767276976736,-17.752043060315557,-17.992445915168616,-17.992015701795182,-17.988001263815164,-17.980929085651823,-17.97147471966464,-17.960462503038897,-18.06093816832805,-18.06300953970117,-18.060921879843804,-18.055009147127492,-18.046155665704063,-18.035118168196615,-18.023260431307136,-18.025810449639053,-18.025383366298755,-18.022037687160747,-18.01596291139697,-18.00742359468552,fuin_bragol_talraph,0.03326496611452967,0.22947564375471075
49,-17.660911525515345,-17.65173736543933,-17.62852547988986,-17.58645434501571,-17.519827906342343,-17.422056263829603,-17.910148597474574,-17.920505735724845,-17.921871001806707,-17.908513212257574,-17.873633629742855,-17.811239561459175,-18.102745221834695,-18.118821325732355,-18.13273092114061,-18.137935407573025,-18.123566595551058,-18.076724787997577,-18.194579754108645,-18.199297952413342,-18.193622717758178,-18.17273171009083,-18.132807923772265,-18.07629659146548,-18.231762654440956,-18.235784640259094,-18.23016707280297,-18.211236058408005,-18.173732225310214,-18.10830900596119,-18.20892102813859,-18.20983085210321,-18.20043415728641,-18.176696961207043,-18.133465106005644,-18.06531709063627,galad_thangail_pethron,0.011216554924118327,0.061198030787977586
50,-16.182213737582167,-16.064883191303984,-15.733298085157806,-15.078590914875711,-13.82732459391618,,-16.349588819662536,-16.32221740635702,-16.10029722297312,-15.661282842535094,-15.124292812530946,-14.539701360029888,-16.429614696165466,-16.492560571275426,-16.412027654595214,-16.207395767466018,-15.947793804007183,-15.650114083611475,-16.361245163887126,-16.47532525060739,-16.47486504576988,-16.36510488976665,-16.188053977455574,-15.968391855054923,-16.227430038246105,-16.351873532747142,-16.383137767334325,-16.31994763440003,-16.186855820059627,-16.010509345764298,-16.07178784322371,-16.190341568172975,-16.231746943472608,-16.19411350856837,-16.09147414723092,-15.946579058325192,gas_cair_gondrath,-0.25975270516642013,-0.0010609226363982316
51,-19.331847485110593,-19.54116816547748,-19.152260129761608,-16.877170588728085,-15.96205759936219,,-19.385152423130016,-19.64456704915093,-19.319516310930616,-18.272573774837305,-17.750674238444454,-17.092316807338783,-19.370057390970963,-19.67361993833655,-19.39626908717587,-18.933149583649517,-18.471734928397048,-18.180479825270176,-19.26815019378169,-19.52572215215221,-19.321728385112618,-19.025363782220957,-18.65438717700949,-18.460275923246392,-19.10959091979901,-19.198811635155913,-19.156652768065435,-18.901927966069373,-18.581807374488857,-18.4538101454719,-18.915480454031872,-18.916617978431255,-18.946794972185536,-18.699008352565507,-18.406601469045164,-18.343524091783458,gas_glaur_daen,-0.4757165414466158,-0.14321075247943327
52,-16.193773242341045,-16.223935212117546,,,,,-16.61055832344409,-16.63589099135799,,,,,-16.980001995655677,-16.998661657179234,,,,,-16.90071832141947,-16.919291964672617,,,,,-16.68084307179371,-16.699641009604214,,,,,-16.44791825490622,-16.466059293374762,,,,,gaurwaith_Ithil_rhach,-0.4532326712978545,-0.07936969250661718
53,-16.36333843495347,-16.98324839085783,-15.929950917075423,,,,-18.157685966340587,-18.397527501163417,-17.964393187251012,-16.97525458099826,-15.955072790350336,-15.44840024167791,-18.730773731454285,-19.0243789051358,-18.831318023724016,-18.30175510828635,-17.68820235456908,-17.145790325161094,-18.57526175806445,-18.985004591903284,-18.923062857078953,-18.596576960744905,-18.165073636492444,-17.71118521267291,-18.372077688188092,-18.808587710728297,-18.84096822365023,-18.620470079991755,-18.26871478228012,-17.849524448960572,-18.223115611434828,-18.63406635138596,-18.71188972382172,-18.547035995853655,-18.238749723661503,-17.851985721635806,gli_lembas_galadhrim,-0.2858123108669304,-0.019477569404784845
54,,,,-11.171792096121628,-11.688700872051534,,-13.505518207963624,-13.455579804009638,-13.34721565998121,-13.79088734947866,-13.919177045050226,-13.411921453487842,-14.94463774648721,-14.983351632864093,-14.935862850925083,-14.95515388284452,-14.969814531050568,-14.700365803729945,-15.49280248137321,-15.529679486991933,-15.50747171079812,-15.488185485780043,-15.463677535639526,-15.29512852877334,-15.753858824474824,-15.79145165262252,-15.76872415440014,-15.743735720069388,-15.72374156073696,-15.621830870218965,-15.88683682973936,-15.936429427929577,-15.903540501189871,-15.870553842980918,-15.845779314964226,-15.779114527795436,gond_aduial_suil,0.3928490186842737,0.3157477614960271
55,,,,,,,-16.152380731266803,-15.748457005954036,-14.860986167486104,-13.543731017109875,,,-17.709773997105103,-17.501865007120927,-17.16313932634033,-16.840747674995967,-16.217289764258112,-15.455302040876688,-18.395248576941217,-18.351760294412315,-18.179534657764236,-17.821326651467928,-17.20337403089252,-16.47505420832215,-18.69236824754172,-18.71680855858897,-18.61170649113521,-18.261923146653743,-17.656040403602205,-16.87361742718619,-18.796332304681755,-18.839593580833196,-18.753658430808457,-18.43620473349843,-17.88153791747689,-17.150790442524155,gond_pent_Dornhoth,0.26304030845660975,0.18393153601306267
56,-19.042333325312107,-19.029325444484932,-19.013133917539072,-18.99374249800328,-18.971166876554896,-18.945460898563873,-19.41461199505036,-19.40910937138693,-19.40030326077318,-19.38807805534818,-19.372360269181407,-19.353129795909545,-19.71978002688285,-19.72184226373509,-19.720509175072216,-19.715397548550477,-19.70605155331864,-19.691944047725237,-19.78286065790322,-19.784539260532448,-19.78295677517739,-19.777874933485172,-19.76906398038789,-19.75631378187301,-19.71540263460087,-19.71624295346961,-19.714272194895877,-19.709317755747342,-19.70119576254522,-19.68970715894157,-19.5779930258582,-19.577140745272565,-19.573663881386047,-19.567430049564372,-19.55830547672398,-19.546159690462325,gondrath_saer_rach,-0.20651296147964615,0.06267168554283842
57,-19.59888208077883,-19.591741874180364,-19.57693469973685,-19.553581391861435,-19.520723984732008,-19.477402556638573,-19.91467657466888,-19.924636370185816,-19.928858523074133,-19.92663248046899,-19.917033649322313,-19.898716188443252,-20.11792387970616,-20.128952683773218,-20.13237096313056,-20.1265061328509,-20.109191015911627,-20.077642976122767,-20.13861845430028,-20.14256241971359,-20.1379301325969,-20.12309441994004,-20.096092551685334,-20.054360306086416,-20.060946302824313,-20.057333058058,-20.045036632567125,-20.02247744791348,-19.988234487679087,-19.943136519565464,-19.937751245860603,-19.92905750361553,-19.913181624185732,-19.889670753515126,-19.85848079235685,-19.82004251121591,graw_heledir_lunt,-0.20257457807423407,0.010146600423752261
58,-18.99754918865367,-18.99917756043235,-19.0009313819476,-19.002437404329022,-19.00331000987152,-19.00326195962068,-19.583079060383035,-19.585253889597418,-19.585012901174885,-19.582583027051292,-19.578172896514324,-19.571946428583196,-20.01232186253086,-20.013376741934657,-20.011677771589625,-20.0073909959546,-20.000681937879342,-19.99171457653525,-20.141858679453986,-20.143281939183616,-20.14183212664997,-20.137658744756173,-20.13090669691524,-20.121773899671332,-20.071205483036177,-20.075042933241996,-20.076116074373765,-20.07455374874531,-20.070486633757916,-20.06404535758157,-19.908467903060448,-19.91445356028253,-19.91787355015021,-19.918815095680124,-19.91736548903969,-19.913611574824778,graw_idhren_narthan,-0.11239219867887584,0.1298840217271362
59,-19.68942656485,-19.708519939246152,-19.694858748526407,-19.649236376365288,-19.57201974778642,-19.45659533163569,-19.89598929142291,-19.92469331880519,-19.921632195841745,-19.90170542849878,-19.87724536361396,-19.85303761935987,-20.07043880051055,-20.091178607791484,-20.073557229143468,-20.04758872207757,-20.031489681441535,-20.01695658783752,-20.082184539630852,-20.106081098133263,-20.08585081810785,-20.043741653227222,-20.0258915751727,-20.02485556323729,-20.016991552622336,-20.049824512592288,-20.0473857093504,-20.02233114218624,-19.99801036325629,-19.977873382305553,-19.919599016760863,-19.95985821085768,-19.970885133866453,-19.95876479259349,-19.93319754959939,-19.89755958007796,gul_braig_baug,-0.10831507240574467,0.01461280278221011
60,-17.62529841510024,-17.565996659402792,-17.380857728950524,-17.027825835931402,-16.459343954475635,-15.63641314478577,-17.863799526873727,-17.835581641508504,-17.675050523299838,-17.336713549006028,-16.782955083538162,-16.07032042315057,-18.103376391124947,-18.123035990806564,-18.003009369990757,-17.7003379044859,-17.20179720581597,-16.633371406907308,-18.21578375100443,-18.27107202788678,-18.18602772878288,-17.93178645044936,-17.52939605590708,-17.071631546147323,-18.212814136067827,-18.26530863642507,-18.20023262660495,-17.993395529332012,-17.640727731431618,-17.18501617201573,-18.137123792349705,-18.176918809829807,-18.116033468830004,-17.930675145462438,-17.60379104644432,-17.137297513017394,gwador_thurin_hal,-0.09409794826427742,0.1422460561057619
61,-14.92412370246825,,,,,,-17.01737793969808,-16.36186435944471,-15.389520767107529,-14.120402266647131,,,-18.332847364266456,-18.06864476497634,-17.63760868654842,-17.190902317553082,-16.685075039312693,-16.08536907585993,-18.82612685027767,-18.76506921789968,-18.577701954231955,-18.324867437706573,-18.046188444462945,-17.778518973207255,-19.07248499483461,-19.10085540141084,-19.013621955956324,-18.835199939248284,-18.617636241592137,-18.39681594473494,-19.170871549550725,-19.224874355240928,-19.17129469456593,-19.038452984947284,-18.859414777166464,-18.665161329740783,gwathui_adan_barad,0.3976147836420125,0.47407494285921814
62,-17.682443493503563,-17.675356608804798,-17.667957395277234,-17.66023560610804,-17.652193657243323,-17.643847111992464,-18.195807374443085,-18.189894412895264,-18.183680987722376,-18.17713276480712,-18.170232204806275,-18.162980381896695,-18.584280111979577,-18.58311787425271,-18.58126054836898,-18.578568628244533,-18.574897386544812,-18.57009773520017,-18.731542611127143,-18.733440965568725,-18.734527274463183,-18.734729922620097,-18.733980490019896,-18.73221350634838,-18.75811452681473,-18.758418124535957,-18.75804684721134,-18.75693046701088,-18.754995392345172,-18.752164067889304,-18.705873018912975,-18.703255342442752,-18.699950584606576,-18.695906017256668,-18.69106701988644,-18.685377626673947,gwilwileth_aegas_ah,-0.024308805253681953,0.10392989928833174
